comment,polarity
semoga ya,1
diluar kontenmaaf mbak najwatolong dikasih terjemahan bahasa indonesiaterima kasih,1
rindu mata najdwa tv rindu banget,1
terjemahkan kak,0
kasih translet,1
tajem banget lo bu najwa really like mantepp,1
pake baju batik,1
due respect effort interview asked speaks fluently speaks mother tonque inreasonable languages see obviously speaks even inreasoble fluently,0
ngomong opo iki,0
gini enak ga penerjemah wkwk,1
translator nya,0
gw poin timnas,1
jgn ngegas x la kao nanadia x,0
buktikan pecinta timnas sejati fans sty fans lokalnaturalisai fans erick tohir fans timnas pesetan kepergian pelatihketua federasi timnas harga mati,1
mbk nana sayang ya gk teks bahasa indonesianya,1
welcom indonesia semoga,0
welcome boss,1
mbak nana kali wawancara tolong translate nya gak paham bahasa inggris wawancara pecinta bola penasaran,1
darurat darurat,1
ga bahasa inggris,1
kalo jawabannya koq kayak meragukan ya sih footballer pecinta football ngeliat gaya bahasa jawabannya aja interview mba nana memuaskan,1
pk sistem bermainnya penguasaan bola yg utama total foot ball yg titisan cruyf timnas holland barca dgn tiki taka nya barca mengaplikasikan sistem dgn materi maestro midfielder selevel iniesta xabi alonso fabregas xavi dll holland aplikasikan total football rinus michel dgn midfielder selevel rijkard gullit dgn materi midfielder timnas yg total football yg maksud sanggup menarik ditunggu lawan australia sistem dipahami dgn tempo pemain timnas materi era sty mengutamakan menunggu tdk fokus penguasaan bola,1
ra eroh blas bahasane,0
ora mudeng lek,1
selamat coach kluivert,1
pelan pelan mba nana kasian pejabat aja panas dingin undang,1
najwa gercep bgt beruntung ekslusif interview pk secepat,1
ayo dukung pelatih timnas kitakasih kesempatan beliau perubahan pro kontra warga nkri terbiasa pro kontra perubahan klw keributan kekerasan fans squad garuda piss,1
trimakasih towel yg rela martir dihujat seantero negeri impian mu tercapai,1
sayang ga translate nya ya keren pelatih bahasa inggris,1
tek indo nya,1
aduhhbuat eric tohir pelatih pangil indonesiamau terhebat duniaindonesia menjuarai piala dunialebih angaran nyaanda sumbangkan rakyatitu faktamenghabiskan uang negara tpi hasil ngak,1
patrick kluivert yg rivaldo gendong barca berduaan doang sebelom ronaldinho sebelom messi sebelom decul lahir kalo mental udah keliatan gak diragukan liat betapa kalemnya doi dihajar sensitif tinggal sabar nantikan kemampuan taktisnya beliau magic zidane ancelotti yg bikin pemain mengeluarkan kemampuan taktik yg rumit yg sikapi waras jgn terburu kayak yg pasang hashtag,1
pesan coach kecewakan supporter pesan supporter kunci kecewa berharap,1
apalah yg bilang mcm orang indonesia pandai bahasa inggeris aja,1
bagus nih orang bahasa inggrisnya lancar,1
timnas indonesia berpeluang masuk world cup dibutuhkan pelatih berpengalaman pertandingan kelas dunia patrick pemain memiliki pengalaman pertandingan kelas dunia ditingkat klub tim nasional,1
kaga subtitle nya,0
jawabannya g berbelit belit cerdas g dipaksa membahas yg g dibahas awas g lolos pildun lu bro,1
kasih text atuh mba ngga orang indo ngarti ama bahasa inggris,1
sebentar bintang iklan minuman luwak,1
sih najwa,0
kaleng kaleng coach,0
skg subtitle nya kemarin,0
miskin taktik timnas dipegang orang hadehhh,1
stand behind team,1
semoga tiki taka barcelona terapkan timnas indonesia,0
mbak nana nyuruh coach patrick sentuh aquanya sponsored gk gitu gk cair,1
aduh teu ngarti,1
ngga bikin serial pssi tau ikutan promote pelatih ttp ngerasa si idealis,1
semoga timnas indonesia berjaya,1
semoga membawa timnas juara,0
sedih sty dipecat tp interview coach patrick mantap fokus berbicara sepakbola semoga hasily memuaskan,1
ra mudeng bahasa inggris,1
nyesel banget ga basa inggris hrs baca sub cpt bngt lg,1
positive vibe calm good nice answers smart go kluivert,1
mba najwa menggelitik yg privasi nilai kontrak orang jualan tawar menawar nawar harga kulaknya ya penjual ga rahasia perusahaan,1
gini enak komunikasi pelatih pemain gak translator direct command coach player welcome patrick nice see top,1
pelatih semoga timnas sukses,1
hrus dkungjgn bikin platih downtoh kebaikan timsiapa tau lolosaplgi persen pemain dr belanda stgab bdanasma pelaih dr budaya bhsa mrreka,1
terimakasih budi ahmad pendapat pantau bgmn kinerja beliausemua takarannya smg bg aamiin suharlina sri ariesetiawaty sh,1
mata najwa first,1
abis undang asisten pelatihnya donk,1
moga aja ni orng jujur serius ngelatih timnasgwa ga berharap menang lawan australia semoga aja menang cetak poin ajapenentuan lawan bahrin kalo hasil nya zonk yowes mengheningkan ciptadan ga sogok sultan bahrin juday lagiya berharap sih timnas ga era kegelapan ya,1
buktikan pet,0
,0
mba nana nha ngerti inggris,1
target realistis poin fight poin otomatis lolos piala dunia,1
nggak diintimidasi provokasi gak masuk jebakan julid wkwkw well said coach need sweat small things including social media said sty done enormous job time take next level,1
kasih minum,1
cc closed captions,1
coba personal banget pertanyaannyaa,1
pernyataan patrick setuju karna gak paham yg semoga membawa timnas indonesia,1
kolom komentar yg move ygy,0
pendukung sty bubar udah nggak terima fans timnas indonesia,1
ga ngerti ah,1
ngak arti nyah,1
go world cup,0
merinding pas bilang mendukung tim,1
ora ono terjemahannepodo ngobrolke opo sebenere,1
kayaknya ga paham ngapain,1
yess smoking im welcome mr patrick kluwert im dont speak englis sorry akeh yo lurr,1
emang beda kalo udah berpengalaman interview nya topik gw denger bu najwa mr patrick pembicaraan jawabannya bu najwa pilihan mudah dimengerti,1
terjemahan nya manaaaa sepintar kak najwa,1
ngakak nonton interview serasa petrik lgi interview lowongn kerja yg ketemu dg hr kritis dibutuhkan apapun alasannya petrik mesti memahami tanggung nana sgt membuka publik gmn sih petrik kyk karyawaan yg gak paham ttg perusahaan posisi yg ditempati gantiin karyawan membangun menguasi posisi tsb syg nya byk komentar seolaholah petrik bagus bgt komentar nya diisiin buzzer erq,1
wajib menang lawan australia yg ga suka timnas menang maunya timnas kalah cuman buzzer mafia orang yg seneng main judoy sty imbang lawan aus king judoy ya kali kalah exco,1
mudahan next zidane,1
tinggalkan keributan pokus pertandingan,1
gila najwa berani banget,1
yg muda yg berambisi yg berkarya utk meraih kemenangan kejayaan selamat utk coach patrick kluivert semoga kemampuan taktik strategi kejeniusan timnas garuda indonesia lolos masuk pd aaamiiiin yaaa robbaal laaamiiin,1
ngeri nya,1
tolonh kasih translate bahasa indonesia video mba,1
biarkan pecinta bola yg menilai mendukung timnas tangan patrick kluivertt kalo ciwi ciwibencong fomo gak terima sty dipecat mending nonton bola nonton voli aja dirumah urusan bola urusan lelaki timnas ditangan pelatih,1
wellcome coach semoga impian smua terwujud,1
,0
kaitkan sepakbola dgn politikolah raga aktifitas langsung teori halnya politiknana ga paham ttg dunia persepakbolaan olahrga laimnya yg paham politikketenaran yg munafik,1
terjemahannya,0
setuju pernyataan patrick bingun indo makanan combro bikin nya gimana,1
sy tdk sukak perempuan dl sy sukak,0
manuver mba nana,1
bahasa indonesia ga klw pemain ga bahasa inggris gmna bos,1
ka najwa cantik banget,1
thumbnail pembahasan percaya proses pembuktian kemenangan tanaman dirawat buahnya tingal melanjutkan buahnya konsumsi orang yes ayo kluivert maju strategi akurat pantang mundur menyerah ultras garuda,1
radong bahasa inggris suu,1
ko antusias timnas,1
sodaraan ga sih box culvert,0
mba najwasaya cuman membentengi mba najwa pesan ilahi mba najwa sudi membuka alkitab kitab amsal ayat kedepanya mba najwa terbentengi najwa shihab yg kenal,1
paham tolong terjemahkan bahasa indonesia,1
enaknya pelatih yg bahasa inggris masyarakat mencerna kalimat,1
stay cool coach,1
duta nebeng,0
beliau tenang najwa shihab,1
buka aqua diajakin ngobrol diminum itupun seteguk doang,1
gk translit nya mbak,0
mbk sedih gada translate nya,1
pemain timnas indonesia konek pemain timnas indonesia berasal belanda,1
jgn bangga bukti lihat mancini yg pelatih top aja pecat arab,1
era kegelapan,0
yeah lets cheer behind national team lets go patrick,1
point pertandingan yg tersisa qualifikasi pd semoga patrick kluivert terbaik bravo timnas,1
berani nonggol nih pendukung anak abah,1
minum coach,1
najwa shihab bikin konten hoax aja jgn konten pelatih tim nas bagus lho klo bikin konten hoax,1
raine jowo jowo kunci,1
pep guardiola tetep pemain lokal skillnya gitu,1
mbak najwa patrick minum ga diksh kesempatan minum sih,1
yg memojokkan lupa mendukung onta berujung malu,1
translate nya oi,0
mestinya kasih kesempatan melatih aja krn yg sulit melatih org indonesia yg kadang sulit diatur,1
mrek air mineralnya bikin gak enak nonton,1
nymak aja keren komentar nya kak,1
welcome indonesia,1
nyimak,0
najwa cantik,1
welcome coach patrick kluivert,1
ora mudeng ngomng lahhh,1
otewe ngampas,0
ga translate nya,0
smart,0
sayangnya translate nya,1
org eropah drama rekayasa,1
mukanya kluivery obama pemain persib yg bek ya,1
sediiiiihteu mba nana uwing,0
mantap org eropah sejarah bolah pelatih jepang korea membawa juara dunia,1
berfikir bagus coach patrick penuh wibawa ditambah baju batiknya serasa indonedia banget santun,1
selamat bertugas bang pett,1
pemujaan patrick star,0
komunikasj nomor dunia kerja hasil skiill nomor dunia olahraga semoga impian ltimnas masuk pildun,1
ga ga perkenalan team pildun target utama jngan bilang alesan yg dengar buktikan banyk bicara,1
kluivert era thn ribuan,0
amin,1
gk translate nya,0
jaga bahasanya gaes wlwpun mbak nana sensitive bgt santai ekspressi muka gk kaget gk marah sekauh mbak nana mewakili bgt pk memuaskan hati garuda fans kasi kesempatan dukung doakan pastiny gaes kalai udh brani total kerja maknanya serius bgt mengurus timnas,1
terjemahan klik cc kanan video,1
gak nyangka banget pribadinya yg gak hubungannya pekerjaannya najwa gak nyangka aja najwa sihab,1
sebenernya pelatinya tdk momenya maknya hebohh,1
kesan perkenalan sih menarik semoga hasilnya minimal sebanding positive thinkingnya,1
personal nilai kontrak rada rada pertanyaannya njir,1
nya menusuk tajam setajam mata najwa,1
mudah pahami dg komunikasi bahasa inggris dibanding sg bahas korea yg butuh translater kemana,1
setuju mas petrik stand behind team dukung timnas berjuang kalo bersaudara tanah air tujuan indonesia juara,1
oalah,0
kasih terjemahan biar paham,1
rut gulit patrick legend bkn pemain kaleng kaleng nama dunia psti faham pemain,1
kayanga suram nih gatau pemainnya aja bah eksperimen nih,1
semoga terbaik coach semangattt,1
gada teks indo nya mbak nana,1
ok selamat indonesia coach salam sehat ya semoga timnas doakan masuk piala dunia terbaik coach,1
bhs indonesia nyaa mnaaa,0
keliatan bgt ga nyaman berati terkait ga suka sma ni pelatih vibenya keras kepemain,1
suka liat sih kakak najwa berbicara berbahasa inggris bahasa inggris nya enak bangattt dengar,1
fifa dsri indonesia memiliki uang tabungan membangun stadion lokasi batam makassar,1
effective n clever respons bravo patrick n move forward prove among best coach worldbe great succes,1
info stadion dimiliki indonesia standart pertandingan fifa international lokasi bandung jakarta bekasi,1
takut ngejinx cuman berharap kayak ted lasso yangmana bully sm supporter baamm,1
ko pelatih bikin timnas terbang,1
sty diundang mata najwa,1
mata najwa numbers one,1
sy sukanya pake baju batik pelatih,1
ya kali pssi wabil husus erik tohir nggak mempertimbangkan matangmatang peralihan nahkoda timnas mentereng sty pk terkesan mendadak dilaksanakan support pssi mewujudkan mimpi squad garuda tampil wc btw pk ns auranya ngeri,1
ko towek diam bahasa,1
pelatih yg komunikasinya lancar pemain,1
indonesia jajah belanda,1
trending aja,1
bikin tagar kluivert bener suka minimal kasih kesempatan membuktikan gagal suruh,1
maaf kasih bintang ya min klo brangnya bagus berfungsi dgn kasih bintang,1
pandang udh yg fokuskan kedepan bkn mengomentari yg keputusan mari dukung support timnas sepakbola indonesia,1
hmmm pertanyaanya udah gini tp semoga tim kepelatihan yg bs bawa timnas masuk piala dunia tampil afc,1
aaa patrick batik bagus,1
welcome indonesia menir patrick,1
gausah lebay gini aja kalo babak lawan australia kalah babak pecat,1
good luck coach,1
come patrick point lolos piala dunia,1
wow,0
pelatih belanda pemainnya narutolisasi belanda timnas indonesia,1
serius nanya curhat yg sedih sedihkah sja yg sedih krn gk yg bicarakan,1
gue dukung apapun yg terbaik timnas garuda kesayangan good luck coach,1
cah das des iki modelegak kakean gimmick koyone ra bakat dadi bintang iklan kopi luwak,1
good luck sir lets go sir,1
good luck mister kluivert,1
semangat coach,1
presenter mata najwa tau berhasa inggris,1
indonesia,0
striker barcelona belanda jamannya,0
insya allah indonesia lolos pildun sehat,1
mbak nana tambahin teks bahasa indonesia donk karna byk fans bola yg tau isi obrolan nya,1
semoga rezeki bangsa indonesia rezeki patrick kluivert timnas indonesia semoga garuda masuk world cup,1
bang patrick looks nervous,0
mbk nana mmg lugas mewancarai pejabat politikus tp gk mewancarai pelatih sepak bola karna jg dipilih menukangi timnas butuh dukungan dr rakyat indonesia,1
gue kaga ngerti ngomong translate nyaa,1
hallo kabar,1
ndlogog gak pake terjemahan,1
pelatih timnas negeri kalah hebat bangga,1
nggak ngertibut like podcast,1
sedih banget dengernyakaga ngarti w ngomong,1
meneer total voetball mah paham banget ekstrimada total fighting bali namanya puputan bangsa meneer tuh ngerasain gimana ngadepin puputan,1
setia mendukung patrick sejelk patrick membela timnas salam patrick ka nana,1
ngga bahasa indo nya,1
bismillah indonesia team,1
welcom persatuan sepak bola indonesia pssi mrpatrick kluivert,1
terjemahan nya emba najwa,1
ga translate mb nana,0
mngrti bhsa inggris tolog terjemahan nya mata najwa,1
optimis sepak bola indonesia lebi maju tau hasil kedapannya optimis garuda dadaku merah putih tumpah darahku,1
nana g mengorek kehidupan patrick yg berlbhn hy mnrsukn kontrak sty orang timur hrs bs mnjaga privasi orang,1
isi komentar sungguh terstruktur seragam buzzer kah,1
,0
nih org ngak peduli ttg sepakbola cuman trend,1
suka besarnya dijauhin,1
trending x ditonton x ditonton jan,0
orangnya kereen,0
goksss najwa mata,1
kalah lawan australia langsung pecat,1
im ready coach cmon coach,1
yuk gasss eliano baggot,1
pikir mempelajari ketidak tahuannya tim nas indonesia mengecewakan tanda kesalahan memilih sy pikir ketemu dgn pelatih yg mencintai tim kacau pssi,1
yg menarik najwa ngebahas pribadi yg patut nge interview tokoh politik kah kualitas yg interviewer terkenal indonesia,1
interview kerja nya ama mbak najwa,1
muka nya indo banget,1
wawancara ga professional gaji aja anak selingkuh private,1
ngomong opo,0
jujur org yg kcewa prgantian pelatih yg patrick ngapain benci trhadap prgantian pelatih timnas krn realita tdk prnah apapun trhadap sepakbola alias tdk bersalah kecewa tp menghakimi pk tdk adil jd mari fans garuda biarkan merubah sepakbola timnas sesuai yg mnajadi filosofinya ckup sbg fans dukungan pemain garuda,1
malaysia mangkin ketinggalan,1
whelchome patrik,0
nya bahasa indonesia nya gw gak ngerti njir,1
idola mba nana,1
geram mbak nana satupun mbak nana jawabannya formalitas matanya gk lihat mbak nana menit dengar senyum lihat mbak nana nanya ntah,1
